Date,Open,High,Low,Close,Adj Close,Volume
2021-04-01,377.183685,385.298737,369.995331,377.611786,377.611786,342371947
2021-04-02,377.514648,408.479919,374.290924,406.692291,406.692291,480081713
2021-04-03,406.883606,411.377075,385.415894,385.420563,385.420563,395544801
2021-04-04,385.526978,409.579529,382.788849,404.309723,404.309723,330959729
2021-04-05,404.392944,407.329315,388.300354,397.924561,397.924561,306918909
2021-04-06,398.225372,414.469696,381.050201,383.989929,383.989929,429756591
2021-04-07,384.014648,387.924927,343.957672,350.995819,350.995819,479760254
2021-04-08,351.387665,377.931183,349.124695,377.931183,377.931183,261822849
2021-04-09,377.93219,379.180267,357.891479,359.483582,359.483582,187074857
2021-04-10,359.37323,374.970551,357.082825,367.263336,367.263336,278406912
2021-04-11,367.489105,373.378754,360.573822,373.378754,373.378754,200658255
2021-04-12,372.456024,417.722168,365.388367,396.536133,396.536133,787040259
2021-04-13,397.284973,419.789032,385.24826,398.283905,398.283905,649056083
2021-04-14,398.210205,430.788574,387.57605,430.416229,430.416229,709472130
2021-04-15,428.936066,485.542664,424.28299,466.164825,466.164825,1064575198
2021-04-16,466.271942,469.429382,421.340271,442.194397,442.194397,673556018
2021-04-17,441.313965,460.754639,422.824493,430.174683,430.174683,369355828
2021-04-18,430.181488,432.980896,292.775391,382.075104,382.075104,1020175372
2021-04-19,381.822479,397.552307,344.341736,346.812561,346.812561,492796754
2021-04-20,346.115295,371.561523,316.489349,361.608185,361.608185,549743936
2021-04-21,361.581543,384.65097,344.402435,354.138428,354.138428,457471542
2021-04-22,353.46286,413.360931,346.325775,362.228577,362.228577,934747605
2021-04-23,361.730194,372.517975,315.04538,345.655304,345.655304,871499453
2021-04-24,345.76651,345.917633,315.484558,317.499329,317.499329,344313635
2021-04-25,317.670929,352.258972,316.133667,346.993256,346.993256,384827301
2021-04-26,347.643066,407.972809,345.794769,405.156708,405.156708,778864322
2021-04-27,405.537659,449.014954,394.695282,440.223236,440.223236,829037372
2021-04-28,440.604309,486.036713,424.177795,460.351501,460.351501,1106424534
2021-04-29,461.081543,462.825562,425.801331,438.709961,438.709961,602169995
2021-04-30,439.298157,452.475494,430.466125,444.72879,444.72879,549295851
2021-05-01,444.86554,510.981781,436.835327,503.865692,503.865692,876659863
2021-05-02,503.711853,506.53125,474.438629,483.414459,483.414459,528803162
2021-05-03,482.066437,532.788574,480.512543,519.069397,519.069397,800165583
2021-05-04,519.343323,520.521362,449.97583,453.352417,453.352417,946515501
2021-05-05,452.657043,483.677704,445.159454,480.030792,480.030792,598275755
2021-05-06,479.77124,480.683624,442.389343,452.408752,452.408752,535837075
2021-05-07,452.411072,466.906281,434.80658,445.222382,445.222382,444097912
2021-05-08,445.22403,475.354736,441.045471,466.317566,466.317566,409427672
2021-05-09,466.574341,468.576721,441.891357,459.587219,459.587219,356162917
2021-05-10,459.299011,482.422485,403.21347,433.053558,433.053558,555568844
2021-05-11,433.158905,458.751099,417.656708,457.17807,457.17807,471124523
2021-05-12,457.401031,595.825134,456.461792,490.579041,490.579041,2700355689
2021-05-13,509.089447,619.305969,468.498688,508.622803,508.622803,2672357693
2021-05-14,508.916595,631.592896,507.387299,594.556885,594.556885,1517159071
2021-05-15,594.435608,610.314941,511.899109,516.169373,516.169373,1073639999
2021-05-16,515.709412,562.176575,479.447479,526.214722,526.214722,903490586
2021-05-17,527.264526,593.005066,473.22049,574.25946,574.25946,1714951195
2021-05-18,572.218018,666.86499,565.749878,632.266479,632.266479,2046638930
2021-05-19,629.231689,649.050659,354.458313,418.369324,418.369324,2596468765
2021-05-20,412.876831,507.983398,355.432068,468.812683,468.812683,1490116641
2021-05-21,467.526367,494.548431,310.49054,373.418518,373.418518,1224012358
2021-05-22,373.803009,381.628265,311.799744,334.480682,334.480682,880707841
2021-05-23,335.388397,351.11142,210.048294,295.089233,295.089233,1187561364
2021-05-24,294.317596,397.06662,289.405487,385.571594,385.571594,1188069867
2021-05-25,386.973999,403.748779,323.662811,371.380249,371.380249,856641755
2021-05-26,370.810394,415.081268,359.45639,414.932953,414.932953,815698596
2021-05-27,415.197998,415.197998,365.75705,369.978119,369.978119,627234775
2021-05-28,371.607635,376.531372,305.076416,320.381165,320.381165,691594902
2021-05-29,319.961426,335.224365,280.933228,297.899628,297.899628,461875865
2021-05-30,297.750458,338.767059,283.186737,325.148407,325.148407,404946834
2021-05-31,324.581787,385.149109,305.065826,383.083405,383.083405,685229369
2021-06-01,382.431732,392.774323,361.50827,372.872467,372.872467,599657382
2021-06-02,372.909088,401.710754,361.933258,384.402679,384.402679,410524214
2021-06-03,384.442627,408.967255,377.897888,397.497955,397.497955,357572384
2021-06-04,398.546234,398.546234,347.69043,373.882629,373.882629,431321244
2021-06-05,373.397797,391.558441,347.721191,356.667725,356.667725,357996566
2021-06-06,356.796692,368.261871,354.709106,365.660034,365.660034,204074692
2021-06-07,365.474426,387.645538,332.985718,333.884979,333.884979,357944925
2021-06-08,334.943329,338.99411,297.533508,331.016907,331.016907,406665179
2021-06-09,330.009796,342.554352,306.537781,338.596741,338.596741,372168432
2021-06-10,339.010254,339.406128,305.412628,310.148376,310.148376,244954072
2021-06-11,310.251129,315.077698,281.055634,285.081757,285.081757,250130334
2021-06-12,285.438141,288.952911,266.50943,278.514038,278.514038,251587258
2021-06-13,278.738678,317.608368,267.80127,317.129181,317.129181,327631352
2021-06-14,316.284821,336.040161,309.090332,317.901367,317.901367,335306771
2021-06-15,319.400604,326.900909,308.366943,319.757294,319.757294,352145487
2021-06-16,311.928223,313.738556,287.531158,290.268494,290.268494,192278220
2021-06-17,290.296387,305.388519,285.459717,292.914612,292.914612,146151226
2021-06-18,293.533905,293.784607,253.611221,264.352081,264.352081,229941835
2021-06-19,265.404694,270.243317,255.167862,256.356079,256.356079,148810609
2021-06-20,255.237152,277.189545,242.621185,273.499359,273.499359,242023664
2021-06-21,272.916565,275.377014,206.414734,212.989471,212.989471,406497830
2021-06-22,212.557663,222.891769,171.375977,205.751709,205.751709,589171952
2021-06-23,206.027145,229.664383,198.024887,214.090775,214.090775,399527615
2021-06-24,207.660141,217.906403,193.354126,210.859818,210.859818,256051017
2021-06-25,211.195053,214.829742,185.268661,187.168747,187.168747,256442078
2021-06-26,187.067841,193.116714,176.781281,186.971878,186.971878,224175854
2021-06-27,187.309006,202.720337,183.517059,202.676407,202.676407,250757136
2021-06-28,202.761307,232.834396,200.822586,226.372498,226.372498,340029040
2021-06-29,226.997772,252.575653,226.118164,236.765869,236.765869,374246043
2021-06-30,238.119125,252.121109,220.081406,250.385498,250.385498,363669940
2021-07-01,250.710434,251.974411,227.691422,231.626358,231.626358,330715116
2021-07-02,230.814117,234.483963,215.951538,233.948441,233.948441,256639523
2021-07-03,234.208481,265.10733,228.485199,259.655212,259.655212,385377799
2021-07-04,259.399414,289.001129,248.285492,277.038788,277.038788,427571943
2021-07-05,277.110535,317.387238,263.433868,307.829071,307.829071,793140860
2021-07-06,307.997528,346.714783,307.997528,316.898499,316.898499,988705453
2021-07-07,316.506683,331.484039,310.779755,314.038879,314.038879,498746511
2021-07-08,315.188507,315.704041,277.306,292.23764,292.23764,689905534
2021-07-09,290.819763,314.196259,276.224884,303.506042,303.506042,552502556
2021-07-10,302.93869,311.335724,289.912903,294.811401,294.811401,299445823
2021-07-11,294.69751,310.243347,287.373871,304.682281,304.682281,294882000
2021-07-12,304.913666,321.623932,291.850891,297.601288,297.601288,403892739
2021-07-13,297.049255,297.460846,267.967377,270.669434,270.669434,302379707
2021-07-14,271.17511,285.408386,252.099747,279.334625,279.334625,435496444
2021-07-15,279.453064,286.02066,265.750671,271.51062,271.51062,365833418
2021-07-16,271.895386,279.596954,252.965546,254.047806,254.047806,326378534
